question,tier,score,latency,correct,pred,target,cost,norm_score,bin
Older adults with higher education and self-esteem,Tier 1,0.49406698564593315,0.243818998336792,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
Older married men have been found to have,Tier 1,0.3718181818181819,0.24399042129516602,False,A,D,4,0.003718181818181819,"(-0.001, 0.2]"
Theories,Tier 2,0.9361913875598088,0.2304232120513916,True,B,B,12,0.009361913875598088,"(-0.001, 0.2]"
Those who survive the loss of another are called t,Tier 1,0.3718181818181819,0.23245835304260254,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
If you believe that we are mostly in control of ou,Tier 2,0.9064593301435409,0.23618698120117188,False,D,A,12,0.009064593301435409,"(-0.001, 0.2]"
The largest proportion of older adults living alon,Tier 1,0.3718181818181819,0.23916244506835938,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
"In this chapter's Senior View, Dr. Donham told us ",Tier 2,0.7712344497607657,0.2479567527770996,False,B,C,12,0.007712344497607657,"(-0.001, 0.2]"
"Of the following types of memory, which shows the ",Tier 1,0.49236363636363645,0.23878073692321777,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following is NOT one of the more freq,Tier 1,0.49236363636363645,0.2278914451599121,False,D,C,4,0.004923636363636364,"(-0.001, 0.2]"
"A person who is not very well organized, rarely se",Tier 1,0.49236363636363645,0.24384403228759766,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following does NOT increase the risk ,Tier 1,0.49236363636363645,0.2507905960083008,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"If links between various diseases are found, then ",Tier 2,0.7493397129186604,0.23691725730895996,False,B,A,12,0.007493397129186604,"(-0.001, 0.2]"
Remarriages are,Tier 1,0.49406698564593315,0.23833775520324707,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
Information coming into our cognitive system is th,Tier 1,0.3756363636363637,0.247877836227417,True,A,A,4,0.003756363636363637,"(-0.001, 0.2]"
The initial length of telomere stand for members o,Tier 1,0.6062775119617226,0.2427053451538086,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
Open-ended questions on a survey often make it dif,Tier 1,0.3718181818181819,0.23177361488342285,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following is caused by a prion?,Tier 1,0.49236363636363645,0.23088383674621582,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
When a measure actually quantifies what it claims ,Tier 2,0.7053636363636364,0.23707294464111328,True,B,B,12,0.007053636363636364,"(-0.001, 0.2]"
An increased frequency of urination in older adult,Tier 1,0.3718181818181819,0.23103094100952148,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Before we can collect data from other human beings,Tier 1,0.4566818181818182,0.23955178260803223,True,C,C,4,0.004566818181818182,"(-0.001, 0.2]"
The cause of Alzheimer's appears to be,Tier 1,0.3718181818181819,0.23849701881408691,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Prospective memory refers to memory,Tier 1,0.6062775119617226,0.2488083839416504,True,C,C,4,0.006062775119617226,"(-0.001, 0.2]"
Being in bright light during the later parts of th,Tier 1,0.3718181818181819,0.2373514175415039,False,B,A,4,0.003718181818181819,"(-0.001, 0.2]"
An example of an objective test of personality is ,Tier 1,0.3718181818181819,0.22899794578552246,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following forms of dementia has the h,Tier 1,0.49236363636363645,0.2434554100036621,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Current estimates of how many people exercise on a,Tier 1,0.4570909090909091,0.24593734741210938,True,A,A,4,0.004570909090909091,"(-0.001, 0.2]"
A researcher who is interested in the differences ,Tier 1,0.6479545454545456,0.23590540885925293,True,A,A,4,0.006479545454545456,"(-0.001, 0.2]"
With respect to hair loss,Tier 1,0.3718181818181819,0.23441553115844727,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Projective tests generally ___ than objective test,Tier 1,0.5245454545454545,0.2380359172821045,False,D,B,4,0.005245454545454545,"(-0.001, 0.2]"
In which dementia are cognitive symptoms less like,Tier 1,0.6450909090909092,0.22542095184326172,True,A,A,4,0.006450909090909091,"(-0.001, 0.2]"
Our social network refers to,Tier 1,0.3718181818181819,0.24024701118469238,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
"The term ""senescence"" refers to",Tier 1,0.694909090909091,0.24332475662231445,False,D,A,4,0.00694909090909091,"(-0.001, 0.2]"
Comorbidity is a problem for older adults because ,Tier 2,0.8537129186602872,0.243272066116333,True,A,A,12,0.008537129186602871,"(-0.001, 0.2]"
One reason that older adults show high levels of o,Tier 1,0.49406698564593315,0.2414841651916504,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
One difference that seems to be mostly cohort rath,Tier 1,0.49406698564593315,0.23513197898864746,True,D,D,4,0.004940669856459331,"(-0.001, 0.2]"
The Hayflick number for human cells is,Tier 1,0.610196172248804,0.24758052825927734,True,B,B,4,0.006101961722488039,"(-0.001, 0.2]"
Omega 3 appears to reduce the risk of,Tier 1,0.3718181818181819,0.23593640327453613,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Loss of stomach lining can lead to symptoms that r,Tier 1,0.5245454545454545,0.22707295417785645,False,A,B,4,0.005245454545454545,"(-0.001, 0.2]"
As working people get closer to retirement they ar,Tier 2,0.8861818181818182,0.23644065856933594,True,C,C,12,0.008861818181818183,"(-0.001, 0.2]"
The Supreme Court has now ruled that older workers,Tier 2,1.0565454545454545,0.22925662994384766,True,D,D,12,0.010565454545454545,"(-0.001, 0.2]"
"The answer ""both play an important role"" is clearl",Tier 1,0.45381818181818184,0.23793697357177734,True,D,D,4,0.004538181818181819,"(-0.001, 0.2]"
"Clifford and Lucia Pauling, in Senior View, told u",Tier 1,0.3746818181818182,0.22665071487426758,True,C,C,4,0.0037468181818181823,"(-0.001, 0.2]"
Gary says he won $1000 in the lottery because he r,Tier 1,0.5564545454545455,0.23816847801208496,True,B,B,4,0.005564545454545456,"(-0.001, 0.2]"
One possible reason that time seems to pass more r,Tier 1,0.6062775119617226,0.24935173988342285,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
Which type of reaction time results in the biggest,Tier 1,0.49236363636363645,0.2286241054534912,False,B,C,4,0.004923636363636364,"(-0.001, 0.2]"
Do traits change with age?,Tier 1,0.6590239234449763,0.23531079292297363,False,D,B,4,0.006590239234449763,"(-0.001, 0.2]"
"Very rapid disposal of the body, before sundown on",Tier 1,0.5743636363636364,0.23484158515930176,False,C,B,4,0.005743636363636364,"(-0.001, 0.2]"
Older workers are more likely to,Tier 1,0.3718181818181819,0.235734224319458,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Older adults' negative beliefs about their own mem,Tier 1,0.45381818181818184,0.23721981048583984,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Social support is most likely to have a positive i,Tier 1,0.5526363636363637,0.2434995174407959,True,B,B,4,0.005526363636363637,"(-0.001, 0.2]"
Which of the following is most strongly associated,Tier 1,0.5743636363636364,0.2388472557067871,False,C,B,4,0.005743636363636364,"(-0.001, 0.2]"
Loss of smell for adults 80 and older is,Tier 1,0.6062775119617226,0.2421712875366211,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
Continued stress is damaging to health and longevi,Tier 1,0.6346363636363637,0.23977160453796387,True,B,B,4,0.006346363636363637,"(-0.001, 0.2]"
The major question concerning aging and personalit,Tier 2,0.9176136363636365,0.2428750991821289,True,B,B,12,0.009176136363636365,"(-0.001, 0.2]"
Neuroticism has been found to be correlated with w,Tier 1,0.49236363636363645,0.25057005882263184,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
Glaucoma refers to the condition in which,Tier 1,0.6062775119617226,0.2326183319091797,True,A,A,4,0.006062775119617226,"(-0.001, 0.2]"
NEAT may be one way in which some people are able ,Tier 1,0.3746818181818182,0.24440789222717285,True,B,B,4,0.0037468181818181823,"(-0.001, 0.2]"
Quantitative analyses of TV shows have shown that,Tier 2,0.7334545454545455,0.23539495468139648,True,D,D,12,0.007334545454545455,"(-0.001, 0.2]"
Older adults are most likely to be involved in a t,Tier 1,0.5526363636363637,0.23401856422424316,True,A,A,4,0.005526363636363637,"(-0.001, 0.2]"
The hypothesis that says adults will remain health,Tier 1,0.5283636363636365,0.24472761154174805,True,B,B,4,0.0052836363636363645,"(-0.001, 0.2]"
"With respect to job training, younger workers",Tier 1,0.3718181818181819,0.23916387557983398,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following could very well be a cohort,Tier 1,0.5743636363636364,0.23391246795654297,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
If we found that adult age was significantly and p,Tier 2,0.9889377990430623,0.2361128330230713,True,D,D,12,0.009889377990430624,"(-0.001, 0.2]"
People with which of the following forms of contro,Tier 1,0.5743636363636364,0.23703646659851074,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Which of the following factors has NOT received as,Tier 2,0.8154545454545455,0.26305341720581055,False,D,B,12,0.008154545454545456,"(-0.001, 0.2]"
"When your sister Patricia was feeling depressed, y",Tier 1,0.6731818181818183,0.24354910850524902,True,A,A,4,0.006731818181818183,"(-0.001, 0.2]"
Which of the following is always the longest?,Tier 1,0.5743636363636364,0.2456977367401123,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is NOT among the top 10 cau,Tier 1,0.49236363636363645,0.23707270622253418,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
The dementia that results from a long-term deficie,Tier 1,0.45381818181818184,0.23769164085388184,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
The study of older adults and aging is referred to,Tier 1,0.45381818181818184,0.2459104061126709,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
The docility hypothesis is that,Tier 1,0.5245454545454545,0.2480013370513916,True,A,A,4,0.005245454545454545,"(-0.001, 0.2]"
About how many grieving individuals seem to requir,Tier 1,0.5743636363636364,0.3037590980529785,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
One advantage of an expected death over an unexpec,Tier 1,0.49406698564593315,0.24311208724975586,True,B,B,4,0.004940669856459331,"(-0.001, 0.2]"
"The information stored in memory, according to res",Tier 1,0.45381818181818184,0.24311256408691406,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
Staphylococcus aureus is...,Tier 1,0.49406698564593315,0.24634790420532227,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
Which of the following is homologous to the glans ,Tier 1,0.5743636363636364,0.2432713508605957,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
Which of the following characteristics are general,Tier 1,0.49236363636363645,0.24471044540405273,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Secretions of Cowper's gland fluid at the tip of t,Tier 1,0.3756363636363637,0.2440950870513916,True,D,D,4,0.003756363636363637,"(-0.001, 0.2]"
Female sterilization inhibits _________ production,Tier 1,0.3718181818181819,0.2526364326477051,False,A,D,4,0.003718181818181819,"(-0.001, 0.2]"
Jeffrey Dahmer's behaviour might best fit into the,Tier 1,0.3718181818181819,0.23635315895080566,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
"Menstrual cramps may be caused, in part, by:",Tier 1,0.3718181818181819,0.23047256469726562,False,C,A,4,0.003718181818181819,"(-0.001, 0.2]"
How many centimetres must the cervix dilute to bef,Tier 1,0.5772272727272728,0.24288034439086914,True,B,B,4,0.005772272727272728,"(-0.001, 0.2]"
Which of the following sexual variations is probab,Tier 1,0.49236363636363645,0.23571252822875977,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
"After releasing an egg, the follicle, under stimul",Tier 1,0.45381818181818184,0.25380849838256836,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
According to Byrne's law of attraction and his for,Tier 1,0.3718181818181819,0.23340940475463867,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
How is endometriosis generally treated?,Tier 1,0.49236363636363645,0.23595643043518066,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"At about _________ months after conception, the ge",Tier 1,0.45381818181818184,0.232590913772583,False,D,B,4,0.004538181818181819,"(-0.001, 0.2]"
Sociobiologists believe that there are more males ,Tier 2,0.7902272727272728,0.23876023292541504,True,B,B,12,0.007902272727272728,"(-0.001, 0.2]"
Darla and Janice are two moms raising a son Timmy.,Tier 1,0.5800909090909091,0.23351001739501953,True,C,C,4,0.005800909090909091,"(-0.001, 0.2]"
The endometrium grows and thickens during:,Tier 1,0.3718181818181819,0.23495960235595703,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
An adult feels himself becoming aroused when looki,Tier 2,1.0284545454545453,0.24989891052246094,True,B,B,12,0.010284545454545452,"(-0.001, 0.2]"
Which of the following are reflexes?,Tier 1,0.49236363636363645,0.23544812202453613,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
JD Unwin's book _Sex and Culture_ argues what two ,Tier 2,0.7270909090909091,0.23115015029907227,True,C,C,12,0.007270909090909091,"(-0.001, 0.2]"
Danny and Sandy are coworkers. Sandy sees Danny in,Tier 2,0.9393409090909092,0.25005650520324707,True,D,D,12,0.009393409090909091,"(-0.001, 0.2]"
"In the scientific community, women's capacity for ",Tier 1,0.4985454545454547,0.22758054733276367,False,C,A,4,0.004985454545454546,"(-0.001, 0.2]"
Freud said that the penis first becomes the major ,Tier 1,0.45954545454545453,0.23464751243591309,True,C,C,4,0.004595454545454545,"(-0.001, 0.2]"
Keith is really anxious about a big presentation h,Tier 3,1.3266889952153114,0.4514775276184082,True,A,A,30,0.013266889952153114,"(-0.001, 0.2]"
"What makes a relationships last, according to Ster",Tier 1,0.49236363636363645,0.25170254707336426,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which method of abortion is most costly and carrie,Tier 1,0.5743636363636364,0.24318790435791016,True,A,A,4,0.005743636363636364,"(-0.001, 0.2]"
Research on the effects of sexually explicit mater,Tier 2,1.0186698564593302,0.24614381790161133,True,B,B,12,0.010186698564593302,"(-0.001, 0.2]"
Avalon had a wild time during spring break. Unfort,Tier 3,1.2442105263157899,1.4824731349945068,True,D,D,30,0.012442105263157898,"(-0.001, 0.2]"
Heterosexual fantasies about sexual activity never,Tier 1,0.3718181818181819,0.23970770835876465,False,D,A,4,0.003718181818181819,"(-0.001, 0.2]"
Hillary just found out that she is pregnant but sh,Tier 2,1.0186698564593302,0.23689675331115723,True,D,D,12,0.010186698564593302,"(-0.001, 0.2]"
Which of the following methods of detecting breast,Tier 1,0.6590239234449763,0.22781968116760254,True,B,B,4,0.006590239234449763,"(-0.001, 0.2]"
The position that abortion is murder is held by ce,Tier 1,0.5743636363636364,0.24518847465515137,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
The two principles that deal with questions of val,Tier 1,0.3718181818181819,0.23512911796569824,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Experimental work on the introduction of the birth,Tier 2,0.7030622009569379,0.23435592651367188,True,C,C,12,0.007030622009569379,"(-0.001, 0.2]"
"What seems to be the case when the folk saying ""op",Tier 2,0.9142966507177035,0.2489025592803955,True,A,A,12,0.009142966507177035,"(-0.001, 0.2]"
Which of the following STDs can be passed from mot,Tier 1,0.49236363636363645,0.23482704162597656,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which of the following concerning self-disclosure ,Tier 2,0.9802727272727274,0.2292637825012207,True,B,B,12,0.009802727272727274,"(-0.001, 0.2]"
Approximately how many sperm are in the typical ej,Tier 1,0.5743636363636364,0.23740434646606445,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Simon LeVay studied the brains of heterosexuals an,Tier 1,0.3718181818181819,0.2410569190979004,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Mini-pills contain:,Tier 1,0.3718181818181819,0.25359034538269043,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
People who cannot reach orgasm without touching a ,Tier 2,0.8154545454545455,0.2289876937866211,True,D,D,12,0.008154545454545456,"(-0.001, 0.2]"
The capacity of a spinal-cord injured man to have ,Tier 1,0.5526363636363637,0.23433160781860352,True,D,D,4,0.005526363636363637,"(-0.001, 0.2]"
__________ is a shedding of the inner lining of th,Tier 1,0.3718181818181819,0.24094104766845703,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Benny is the head of a successful corporation. Aft,Tier 3,1.3564210526315792,0.4596877098083496,True,C,C,30,0.013564210526315791,"(-0.001, 0.2]"
The environment for sperm passage is most hospitab,Tier 1,0.49406698564593315,0.23447203636169434,True,C,C,4,0.004940669856459331,"(-0.001, 0.2]"
Xena has been able to conceive but has repeatedly ,Tier 1,0.6590239234449763,0.24351191520690918,True,D,D,4,0.006590239234449763,"(-0.001, 0.2]"
The zona pellucida is...,Tier 1,0.37515909090909094,0.24484586715698242,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Judaism regards sexuality as,Tier 2,0.9361913875598088,0.24074506759643555,True,C,C,12,0.009361913875598088,"(-0.001, 0.2]"
Which of the following teenagers have the highest ,Tier 1,0.4957045454545455,0.25931835174560547,True,A,A,4,0.004957045454545455,"(-0.001, 0.2]"
When a woman thinks that she probably is a lesbian,Tier 1,0.6346363636363637,0.24050378799438477,False,D,B,4,0.006346363636363637,"(-0.001, 0.2]"
The egg can be fertilized until about _______ afte,Tier 1,0.45381818181818184,0.2373518943786621,True,B,B,4,0.004538181818181819,"(-0.001, 0.2]"
About ___ % of adolescent males have homosexual ex,Tier 1,0.45381818181818184,0.24860787391662598,False,C,B,4,0.004538181818181819,"(-0.001, 0.2]"
"Before the Masters and Johnson research, it was th",Tier 1,0.3718181818181819,0.23270940780639648,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
What are the experiences when a sexual addict has ,Tier 1,0.6731818181818183,0.23753976821899414,True,A,A,4,0.006731818181818183,"(-0.001, 0.2]"
Which of the following is NOT part of the internal,Tier 1,0.5743636363636364,0.23167181015014648,True,D,D,4,0.005743636363636364,"(-0.001, 0.2]"
What sexual act is prohibited in most societies?,Tier 2,0.9064593301435409,0.22823333740234375,True,B,B,12,0.009064593301435409,"(-0.001, 0.2]"
"According to a study by Sprecher, Barbee, and Schw",Tier 1,0.4576363636363637,0.24084162712097168,False,D,C,4,0.004576363636363637,"(-0.001, 0.2]"
Persons with liberal attitudes about premarital se,Tier 1,0.3718181818181819,0.23923444747924805,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following is/are secondary sex charac,Tier 1,0.4961818181818182,0.22475123405456543,True,D,D,4,0.004961818181818182,"(-0.001, 0.2]"
Penile or clitoral erection occurs because of acti,Tier 1,0.5526363636363637,0.2376689910888672,True,D,D,4,0.005526363636363637,"(-0.001, 0.2]"
Which of the following is the most common method o,Tier 1,0.49406698564593315,0.2317955493927002,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
One of the first models of the physiology of the h,Tier 1,0.4576363636363637,0.2289583683013916,True,D,D,4,0.004576363636363637,"(-0.001, 0.2]"
Which of the following theories uses terms such as,Tier 2,1.0565454545454545,0.23889851570129395,True,D,D,12,0.010565454545454545,"(-0.001, 0.2]"
In men gonorrhea and chlamydia most often infect t,Tier 1,0.3718181818181819,0.23244810104370117,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
The onset (the very beginning) of labor is first t,Tier 1,0.3756363636363637,0.23114371299743652,True,C,C,4,0.003756363636363637,"(-0.001, 0.2]"
Erection in the male and vaginal lubrication in th,Tier 1,0.3718181818181819,0.2315065860748291,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Joe wants desperately to get close to Helen. Helen,Tier 1,0.37515909090909094,0.23777508735656738,True,C,C,4,0.0037515909090909093,"(-0.001, 0.2]"
Studies conducted by Bailey and Pillard (1991) hav,Tier 2,0.9361913875598088,0.23872900009155273,True,C,C,12,0.009361913875598088,"(-0.001, 0.2]"
Romulo is on a crowded bus and he sees a woman nea,Tier 1,0.3718181818181819,0.23308706283569336,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
How do girls most frequently learn about masturbat,Tier 2,0.7635909090909092,0.23827457427978516,True,C,C,12,0.0076359090909090925,"(-0.001, 0.2]"
__________ occurs when the fertilized egg implants,Tier 1,0.5526363636363637,0.2393183708190918,True,B,B,4,0.005526363636363637,"(-0.001, 0.2]"
Bruce is a homosexual man. His friend Chuck is a h,Tier 2,0.9142966507177035,0.24300074577331543,True,A,A,12,0.009142966507177035,"(-0.001, 0.2]"
Orders of monks and nuns found both in Eastern rel,Tier 1,0.3718181818181819,0.2413468360900879,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
The official condemnation by the Catholic Church o,Tier 1,0.3718181818181819,0.2341771125793457,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
"You are a homosexual male: Last night, you were te",Tier 2,0.7790717703349284,0.2284696102142334,True,A,A,12,0.007790717703349283,"(-0.001, 0.2]"
"________ men, on the average, begin engaging in se",Tier 1,0.3718181818181819,0.23654842376708984,False,B,A,4,0.003718181818181819,"(-0.001, 0.2]"
According to the Ethnocultural Communities Facing ,Tier 1,0.45381818181818184,0.24096059799194336,False,C,B,4,0.004538181818181819,"(-0.001, 0.2]"
Vasocongestion is a process of :,Tier 1,0.3718181818181819,0.24090313911437988,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following events INITIATES puberty?,Tier 1,0.49236363636363645,0.23475265502929688,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
What is cocaine abuse during pregnancy related to?,Tier 1,0.49236363636363645,0.23132109642028809,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
"For purposes of conception, the best position for ",Tier 1,0.49406698564593315,0.37908101081848145,False,C,B,4,0.004940669856459331,"(-0.001, 0.2]"
Menstruation is triggered by...,Tier 1,0.3718181818181819,0.23420953750610352,True,C,C,4,0.003718181818181819,"(-0.001, 0.2]"
Attachment to a care-giver begins:,Tier 1,0.5526363636363637,0.23475265502929688,False,B,A,4,0.005526363636363637,"(-0.001, 0.2]"
Which of the following is removed when a male is c,Tier 1,0.6731818181818183,0.2497425079345703,True,D,D,4,0.006731818181818183,"(-0.001, 0.2]"
The theory of _______ is used by sociobiologists s,Tier 2,0.8476363636363637,0.23248744010925293,True,C,C,12,0.008476363636363638,"(-0.001, 0.2]"
"By 28 days after conception, the embryo is about _",Tier 1,0.45381818181818184,0.23557066917419434,True,A,A,4,0.004538181818181819,"(-0.001, 0.2]"
Fetishism typically develops at the age of:,Tier 1,0.45381818181818184,0.23387598991394043,True,C,C,4,0.004538181818181819,"(-0.001, 0.2]"
What are the three dimensions of intimacy in roman,Tier 1,0.6450909090909092,0.23870635032653809,True,C,C,4,0.006450909090909091,"(-0.001, 0.2]"
Castration in adulthood,Tier 1,0.6379772727272728,0.2271559238433838,True,C,C,4,0.006379772727272728,"(-0.001, 0.2]"
Miss Jones has been concerned about her health lat,Tier 1,0.3718181818181819,0.23004603385925293,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following is typically associated wit,Tier 1,0.49236363636363645,0.23515748977661133,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
A person with a rating of 4 on the Kinsey scale wo,Tier 1,0.45381818181818184,0.24257540702819824,False,D,C,4,0.004538181818181819,"(-0.001, 0.2]"
Sociobiologists assume that the central function o,Tier 1,0.6062775119617226,0.24467968940734863,True,B,B,4,0.006062775119617226,"(-0.001, 0.2]"
What day of a typical 28-day menstrual cycle is a ,Tier 1,0.5743636363636364,0.248060941696167,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
Kenny fell off a ladder while trying to change a l,Tier 1,0.6635956937799045,0.23319530487060547,True,D,D,4,0.006635956937799044,"(-0.001, 0.2]"
Bill is a successful ad executive for a computer c,Tier 2,1.0232416267942583,0.23795318603515625,True,D,D,12,0.010232416267942584,"(-0.001, 0.2]"
Roman Catholicism takes the position that it is si,Tier 1,0.45381818181818184,0.2448272705078125,True,D,D,4,0.004538181818181819,"(-0.001, 0.2]"
In all of her relationships Helen is typically unc,Tier 1,0.3718181818181819,0.252530574798584,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
A pimp can be best described as ,Tier 1,0.49406698564593315,0.23424720764160156,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
An anatomical difference between males and females,Tier 2,0.9103779904306223,0.2320544719696045,True,A,A,12,0.009103779904306223,"(-0.001, 0.2]"
Which of these statements is accurate concerning t,Tier 1,0.5800909090909091,0.23087763786315918,True,D,D,4,0.005800909090909091,"(-0.001, 0.2]"
What is the meaning of functional recognition?,Tier 2,0.7751531100478471,0.2439725399017334,True,C,C,12,0.007751531100478472,"(-0.001, 0.2]"
Are there any limitations to the incorporation of ,Tier 1,0.5772272727272728,0.24773693084716797,True,D,D,4,0.005772272727272728,"(-0.001, 0.2]"
Which of these statements best describes the UK Co,Tier 1,0.5743636363636364,0.23252129554748535,True,C,C,4,0.005743636363636364,"(-0.001, 0.2]"
Is piracy under international (jure gentium) law s,Tier 1,0.6450909090909092,0.2346653938293457,True,B,B,4,0.006450909090909091,"(-0.001, 0.2]"
Who is entitled to request an advisory opinion of ,Tier 2,0.9136363636363637,0.23544859886169434,True,C,C,12,0.009136363636363637,"(-0.001, 0.2]"
What is functional (ratione materiae) immunity?,Tier 1,0.6642488038277514,0.24058032035827637,True,B,B,4,0.006642488038277514,"(-0.001, 0.2]"
Are States under any obligation when they conduct ,Tier 1,0.6760454545454547,0.24664855003356934,True,B,B,4,0.006760454545454547,"(-0.001, 0.2]"
The UN Vienna Declaration 1993 declared that,Tier 1,0.4576363636363637,0.24267339706420898,True,C,C,4,0.004576363636363637,"(-0.001, 0.2]"
What is the relationship between the formal source,Tier 3,1.2121363636363638,0.4374055862426758,True,A,A,30,0.012121363636363638,"(-0.001, 0.2]"
What is the fundamental premise of monist theory?,Tier 1,0.5743636363636364,0.23391079902648926,True,B,B,4,0.005743636363636364,"(-0.001, 0.2]"
Is there any hierarchy or priority among the vario,Tier 2,0.9880669856459331,0.24914288520812988,True,C,C,12,0.00988066985645933,"(-0.001, 0.2]"
Which of the following types of rights have been d,Tier 1,0.4961818181818182,0.23545312881469727,True,B,B,4,0.004961818181818182,"(-0.001, 0.2]"
What is the principal source of immunity in respec,Tier 2,0.7712344497607657,0.22987771034240723,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
"Do treaties bind third States, ie non-State partie",Tier 2,0.911684210526316,0.22844910621643066,True,C,C,12,0.00911684210526316,"(-0.001, 0.2]"
What was the consequence from the absence of imple,Tier 4,1.6439760765550242,0.37831568717956543,True,C,C,80,0.016439760765550242,"(-0.001, 0.2]"
Can countries rely on their domestic law as an exc,Tier 1,0.6450909090909092,0.2415025234222412,True,C,C,4,0.006450909090909091,"(-0.001, 0.2]"
When does an illegal act of violence on the high s,Tier 3,1.2402918660287083,0.41523027420043945,True,D,D,30,0.012402918660287083,"(-0.001, 0.2]"
Which State ordinarily exercises jurisdiction in r,Tier 2,0.868019138755981,0.23676824569702148,True,B,B,12,0.008680191387559811,"(-0.001, 0.2]"
What does the principle 'pacta sunt servanda' mean,Tier 1,0.5772272727272728,0.23947715759277344,True,C,C,4,0.005772272727272728,"(-0.001, 0.2]"
What was the most important finding by the House o,Tier 3,1.4388995215311007,0.36493659019470215,True,C,C,30,0.014388995215311007,"(-0.001, 0.2]"
What is the meaning of implied authorisation?,Tier 2,0.7580454545454546,0.2327589988708496,True,A,A,12,0.007580454545454546,"(-0.001, 0.2]"
"What is the meaning of ""act of State"" doctrine?",Tier 4,1.6439760765550242,0.36316370964050293,True,B,B,80,0.016439760765550242,"(-0.001, 0.2]"
What was the outcome before the European Court of ,Tier 1,0.6760454545454547,0.23685574531555176,False,B,C,4,0.006760454545454547,"(-0.001, 0.2]"
