question,tier,score,latency,correct,pred,target,cost,norm_score,bin
Which of the following is NOT an example of syncre,Tier 2,0.5743636363636364,2.421999216079712,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
The theory that whoever controlled the landmass of,Tier 2,0.5278863636363637,1.744189739227295,True,C,C,12,0.005278863636363636,"(-0.001, 0.2]"
All of the following are reasons major cities attr,Tier 2,0.6108492822966508,0.9870009422302246,True,D,D,12,0.006108492822966508,"(-0.001, 0.2]"
What family do most European languages belong to?,Tier 1,0.49236363636363645,8.08983588218689,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Shifting cultivation is most often practiced in,Tier 1,0.37515909090909094,8.03565764427185,True,B,B,4,0.0037515909090909093,"(-0.001, 0.2]"
When a country combines its religion with its gove,Tier 2,0.7460741626794261,0.46347570419311523,True,B,B,12,0.0074607416267942605,"(-0.001, 0.2]"
If I wanted to ship a small piece of very valuable,Tier 3,0.9064593301435409,1.2400264739990234,True,B,B,30,0.009064593301435409,"(-0.001, 0.2]"
Which of the following is MOST likely to experienc,Tier 2,0.5743636363636364,1.6427662372589111,True,D,D,12,0.005743636363636364,"(-0.001, 0.2]"
The irregularity of the wet monsoon in South Asia ,Tier 1,0.49236363636363645,8.782802104949951,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
The latitude and longitude coordinates of a place ,Tier 3,1.2025047846889954,0.8408260345458984,True,C,C,30,0.012025047846889953,"(-0.001, 0.2]"
This question refers to the following information.,Tier 3,1.4388995215311007,41.96301031112671,False,D,B,30,0.014388995215311007,"(-0.001, 0.2]"
A person who practices the Hindu religion would be,Tier 1,0.37515909090909094,9.01780366897583,True,C,C,4,0.0037515909090909093,"(-0.001, 0.2]"
The global lingua franca is,Tier 1,0.37515909090909094,4.919346570968628,True,B,B,4,0.0037515909090909093,"(-0.001, 0.2]"
Which one of the following is NOT an advantage of ,Tier 3,1.0714162679425838,13.581965684890747,True,D,D,30,0.010714162679425838,"(-0.001, 0.2]"
Which one of the following organizations is NOT a ,Tier 1,0.49236363636363645,12.71331524848938,False,A,D,4,0.004923636363636364,"(-0.001, 0.2]"
"Mary lives in a neighborhood with stores, offices,",Tier 2,0.6765227272727273,0.6624729633331299,True,B,B,12,0.0067652272727272734,"(-0.001, 0.2]"
"When we talk about diffusion of a cultural trait, ",Tier 2,0.6731818181818183,0.569659948348999,True,B,B,12,0.006731818181818183,"(-0.001, 0.2]"
Which of the following is NOT a feature of an expo,Tier 3,1.1302727272727273,9.55437445640564,True,D,D,30,0.011302727272727273,"(-0.001, 0.2]"
Which of the following is a distinct characteristi,Tier 1,0.49236363636363645,12.947271347045898,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
Change in any culture is introduced through all th,Tier 1,0.37515909090909094,10.349077463150024,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
This question refers to the following information.,Tier 3,1.4388995215311007,31.835898637771606,True,B,B,30,0.014388995215311007,"(-0.001, 0.2]"
What is the most rapidly growing religion in the U,Tier 2,0.5743636363636364,0.6912376880645752,True,A,A,12,0.005743636363636364,"(-0.001, 0.2]"
On which of the following can one most accurately ,Tier 2,0.7712344497607657,0.9452307224273682,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
Which of the following world regions is NOT consid,Tier 1,0.49236363636363645,14.390332221984863,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"Ankara, Turkey and Islamabad, Pakistan are both ex",Tier 2,0.6098863636363637,2.7536826133728027,True,B,B,12,0.0060988636363636375,"(-0.001, 0.2]"
What was the primary reason the Green Revolution d,Tier 2,0.6484318181818183,2.2294607162475586,True,A,A,12,0.006484318181818183,"(-0.001, 0.2]"
Which of the following is a characteristic of a de,Tier 1,0.49236363636363645,7.941429138183594,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"Variations in vocabulary, pronunciation, and rhyth",Tier 1,0.37515909090909094,7.506830930709839,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
All the following factors can be considered pull f,Tier 1,0.45715909090909096,9.945934772491455,True,D,D,4,0.00457159090909091,"(-0.001, 0.2]"
Boundary problems along the United States–Mexico b,Tier 1,0.49236363636363645,12.479769468307495,False,A,D,4,0.004923636363636364,"(-0.001, 0.2]"
This question refers to the following information.,Tier 4,1.9216267942583733,45.20806908607483,True,C,C,80,0.019216267942583732,"(-0.001, 0.2]"
The European Union (EU) replaced which of the foll,Tier 1,0.49236363636363645,7.16942286491394,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
Which one of the following demographic factors cha,Tier 2,0.6590239234449763,0.9987571239471436,True,A,A,12,0.006590239234449763,"(-0.001, 0.2]"
"Which language family contains Italian, Spanish, P",Tier 1,0.49236363636363645,10.962831497192383,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
The majority of Kurds are found in which country?,Tier 1,0.49236363636363645,12.608474254608154,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
What monotheistic religion is based on the life an,Tier 1,0.49236363636363645,8.472167253494263,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
In which country does language pose a centrifugal ,Tier 2,0.6590239234449763,0.9080994129180908,True,A,A,12,0.006590239234449763,"(-0.001, 0.2]"
Which of the following capital cities is located O,Tier 1,0.49236363636363645,12.167346239089966,True,A,A,4,0.004923636363636364,"(-0.001, 0.2]"
The climate of Great Britain is milder than most o,Tier 2,0.7790717703349284,1.1316192150115967,True,A,A,12,0.007790717703349283,"(-0.001, 0.2]"
Which theory below was used as justification for U,Tier 2,0.868019138755981,6.033647537231445,True,D,D,12,0.008680191387559811,"(-0.001, 0.2]"
Part of the boundary between the United States and,Tier 1,0.3775454545454546,4.6465723514556885,True,D,D,4,0.003775454545454546,"(-0.001, 0.2]"
Which of the following items below is an absolute ,Tier 2,0.7712344497607657,0.689882755279541,True,D,D,12,0.007712344497607657,"(-0.001, 0.2]"
One of the effects of the east–west orientation of,Tier 3,1.2739425837320575,13.070994138717651,False,D,C,30,0.012739425837320574,"(-0.001, 0.2]"
"The idea that you identify with, and give allegian",Tier 1,0.4986387559808614,6.805798768997192,True,D,D,4,0.004986387559808614,"(-0.001, 0.2]"
Regions share all of these characteristics EXCEPT,Tier 1,0.37515909090909094,7.065991640090942,True,D,D,4,0.0037515909090909093,"(-0.001, 0.2]"
Why are perceptual or vernacular regions so diffic,Tier 2,0.5777045454545455,0.7596497535705566,True,C,C,12,0.005777045454545455,"(-0.001, 0.2]"
The tendency for migration to decrease with distan,Tier 2,0.6108492822966508,0.6916007995605469,True,C,C,12,0.006108492822966508,"(-0.001, 0.2]"
China and Vietnam's dispute over the Spratley Isla,Tier 2,0.6108492822966508,0.6079037189483643,False,B,C,12,0.006108492822966508,"(-0.001, 0.2]"
You are planning to move from your hometown to Pit,Tier 1,0.45715909090909096,10.655713558197021,True,A,A,4,0.00457159090909091,"(-0.001, 0.2]"
If you wanted to find the global distribution of c,Tier 2,0.8582846889952154,0.49422788619995117,True,C,C,12,0.008582846889952154,"(-0.001, 0.2]"
"Of these, the map using the smallest map scale wou",Tier 2,0.6108492822966508,1.4578373432159424,True,A,A,12,0.006108492822966508,"(-0.001, 0.2]"
The largest Hindu temple complex ever constructed ,Tier 2,0.6765227272727273,0.8560843467712402,True,C,C,12,0.0067652272727272734,"(-0.001, 0.2]"
All of the following are non-basic jobs in the cit,Tier 1,0.37515909090909094,9.340758800506592,False,A,D,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following is NOT a problem Europe cur,Tier 2,0.5743636363636364,1.860734224319458,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is an example of a bulk-gai,Tier 1,0.49236363636363645,14.346896171569824,False,A,B,4,0.004923636363636364,"(-0.001, 0.2]"
An isobar map shows lines connecting all points of,Tier 1,0.3718181818181819,8.254074811935425,True,A,A,4,0.003718181818181819,"(-0.001, 0.2]"
Which theorist(s) tried to explain the prices of f,Tier 2,0.8861818181818182,0.5684866905212402,True,C,C,12,0.008861818181818183,"(-0.001, 0.2]"
Which type of economic activity is most closely ti,Tier 1,0.4961818181818182,15.071182250976562,True,A,A,4,0.004961818181818182,"(-0.001, 0.2]"
Which group enacted the first effective settlement,Tier 1,0.4961818181818182,8.330592632293701,True,B,B,4,0.004961818181818182,"(-0.001, 0.2]"
Which of the following countries does NOT have a w,Tier 2,0.6450909090909092,4.021726608276367,False,A,D,12,0.006450909090909091,"(-0.001, 0.2]"
Every country with a seacoast has an exclusive eco,Tier 3,0.9880669856459331,18.365886688232422,True,D,D,30,0.00988066985645933,"(-0.001, 0.2]"
"The process whereby immigrants learn the values, l",Tier 1,0.4986387559808614,14.372789859771729,False,A,B,4,0.004986387559808614,"(-0.001, 0.2]"
"In a postindustrial economy, which of the followin",Tier 2,0.5743636363636364,0.6969540119171143,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
What is the population statistic that tells us the,Tier 2,0.7712344497607657,7.400793790817261,True,B,B,12,0.007712344497607657,"(-0.001, 0.2]"
Which continent has the highest total fertility ra,Tier 2,0.5743636363636364,0.7332501411437988,True,A,A,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following factors does NOT play a rol,Tier 2,0.8154545454545455,1.6242001056671143,False,B,A,12,0.008154545454545456,"(-0.001, 0.2]"
Which of the following statements is TRUE concerni,Tier 2,0.7712344497607657,4.377967119216919,True,D,D,12,0.007712344497607657,"(-0.001, 0.2]"
Opponents of genetically modified organisms (GMOs),Tier 1,0.45715909090909096,11.776838302612305,True,C,C,4,0.00457159090909091,"(-0.001, 0.2]"
The theory that most migration occurs over a short,Tier 1,0.45954545454545453,6.923048496246338,True,B,B,4,0.004595454545454545,"(-0.001, 0.2]"
The first stage of the demographic transition exhi,Tier 2,0.5019043062200959,1.503829002380371,True,A,A,12,0.005019043062200959,"(-0.001, 0.2]"
Which of the following entities is a state?,Tier 1,0.49236363636363645,14.345243692398071,False,A,C,4,0.004923636363636364,"(-0.001, 0.2]"
"Historically, the world's major languages have spr",Tier 1,0.37515909090909094,12.779403924942017,True,A,A,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following statements is NOT part of G,Tier 1,0.4957045454545455,13.600918769836426,True,A,A,4,0.004957045454545455,"(-0.001, 0.2]"
Which pair of religions are both universalizing re,Tier 1,0.49236363636363645,12.748403549194336,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
The spoils system of awarding civil service jobs w,Tier 2,0.694909090909091,0.416431188583374,True,D,D,12,0.00694909090909091,"(-0.001, 0.2]"
Which structure(s) traditionally occupies the cent,Tier 2,0.5743636363636364,1.0232460498809814,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following most accurately describes t,Tier 2,0.5800909090909091,0.893169641494751,True,C,C,12,0.005800909090909091,"(-0.001, 0.2]"
Both the War Powers Act of 1974 and the Budget and,Tier 2,0.6062775119617226,0.562232494354248,True,D,D,12,0.006062775119617226,"(-0.001, 0.2]"
The exclusionary rule was established to,Tier 2,0.6062775119617226,0.47298765182495117,True,C,C,12,0.006062775119617226,"(-0.001, 0.2]"
Voters in which of the following categories would ,Tier 2,0.5743636363636364,1.0428283214569092,True,D,D,12,0.005743636363636364,"(-0.001, 0.2]"
Which of the following is LEAST associated with th,Tier 1,0.49236363636363645,12.585697174072266,True,D,D,4,0.004923636363636364,"(-0.001, 0.2]"
"While ratifying the Constitution, the primary poin",Tier 2,0.7454210526315792,0.9861834049224854,True,B,B,12,0.007454210526315792,"(-0.001, 0.2]"
A member of which of the following demographic gro,Tier 2,0.6590239234449763,1.3644542694091797,True,A,A,12,0.006590239234449763,"(-0.001, 0.2]"
Which of the following statements regarding histor,Tier 1,0.49809090909090914,13.673327922821045,True,C,C,4,0.004980909090909091,"(-0.001, 0.2]"
The Dred Scott decision of 1857 was overturned by ,Tier 2,0.5245454545454545,0.9487159252166748,True,D,D,12,0.005245454545454545,"(-0.001, 0.2]"
Which of the following best describes the fate of ,Tier 3,1.4829377990430626,2.620816707611084,True,D,D,30,0.014829377990430626,"(-0.001, 0.2]"
"According to Brown v. Board of Education (1954), w",Tier 2,0.650818181818182,0.7551987171173096,True,D,D,12,0.006508181818181819,"(-0.001, 0.2]"
Which of the following principles is realized when,Tier 2,0.6731818181818183,1.0293092727661133,True,B,B,12,0.006731818181818183,"(-0.001, 0.2]"
"A population pyramid, or age-sex structure, displa",Tier 3,1.2409449760765552,14.13661813735962,False,A,B,30,0.012409449760765552,"(-0.001, 0.2]"
Incumbent members of the House of Representatives ,Tier 2,0.7454210526315792,4.464966058731079,False,B,C,12,0.007454210526315792,"(-0.001, 0.2]"
"Every ten years, the majority of state legislature",Tier 2,0.6731818181818183,0.9690473079681396,True,A,A,12,0.006731818181818183,"(-0.001, 0.2]"
When the Supreme Court decides to take a case on a,Tier 2,0.5526363636363637,0.8128683567047119,True,B,B,12,0.005526363636363637,"(-0.001, 0.2]"
Failed felony prosecutions at the state level are ,Tier 2,0.7873636363636364,2.7350122928619385,False,B,D,12,0.007873636363636364,"(-0.001, 0.2]"
Political efficacy refers to the idea that,Tier 2,0.5555000000000001,0.47176051139831543,True,B,B,12,0.005555000000000001,"(-0.001, 0.2]"
Which of the following categories of spending are ,Tier 1,0.49236363636363645,7.880896091461182,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
"Which of the following is the primary purpose of """,Tier 2,0.6590239234449763,0.6518247127532959,True,B,B,12,0.006590239234449763,"(-0.001, 0.2]"
Transnational corporations distribute their operat,Tier 1,0.45715909090909096,13.76335859298706,True,C,C,4,0.00457159090909091,"(-0.001, 0.2]"
"The No Child Left Behind Act, which established ed",Tier 2,0.8317727272727273,0.6379728317260742,True,A,A,12,0.008317727272727274,"(-0.001, 0.2]"
Which of the following statements about voting pop,Tier 2,0.5800909090909091,1.2124004364013672,True,C,C,12,0.005800909090909091,"(-0.001, 0.2]"
"The Basques, Bretons, Kashmiris, and Tamils are al",Tier 1,0.37515909090909094,12.07114028930664,True,B,B,4,0.0037515909090909093,"(-0.001, 0.2]"
Which of the following may file an amicus curiae b,Tier 2,0.7502500000000001,1.1434013843536377,True,D,D,12,0.0075025000000000005,"(-0.001, 0.2]"
The intensive agricultural practice of planting an,Tier 1,0.37515909090909094,10.255205392837524,True,B,B,4,0.0037515909090909093,"(-0.001, 0.2]"
The right of American citizens to petition the gov,Tier 2,0.7108995215311007,0.3848414421081543,True,A,A,12,0.007108995215311007,"(-0.001, 0.2]"
Two related cases that focused on the right to pri,Tier 1,0.4986387559808614,10.202708005905151,True,D,D,4,0.004986387559808614,"(-0.001, 0.2]"
The line-item veto was ruled unconstitutional beca,Tier 2,0.6384545454545455,1.8661985397338867,True,A,A,12,0.006384545454545455,"(-0.001, 0.2]"
Which of the following best describes a block gran,Tier 2,0.6590239234449763,0.5964736938476562,True,B,B,12,0.006590239234449763,"(-0.001, 0.2]"
Which of the following statements does NOT describ,Tier 4,1.91811004784689,50.58304238319397,True,C,C,80,0.0191811004784689,"(-0.001, 0.2]"
Federal judges are subject to which of the followi,Tier 2,0.6450909090909092,1.161123275756836,True,A,A,12,0.006450909090909091,"(-0.001, 0.2]"
Which principle was established by the Supreme Cou,Tier 1,0.49236363636363645,11.380146741867065,True,C,C,4,0.004923636363636364,"(-0.001, 0.2]"
People who join a political party other than the o,Tier 2,0.5526363636363637,1.018042802810669,False,A,B,12,0.005526363636363637,"(-0.001, 0.2]"
Given the structure of the electoral college syste,Tier 2,0.6062775119617226,2.5675809383392334,False,D,B,12,0.006062775119617226,"(-0.001, 0.2]"
"Which of the following is the largest source of ""a",Tier 3,0.9848014354066987,9.04336428642273,True,C,C,30,0.009848014354066988,"(-0.001, 0.2]"
"Ruled unconstitutional in 1983, the legislative ve",Tier 3,0.9058636363636364,5.579009056091309,True,D,D,30,0.009058636363636364,"(-0.001, 0.2]"
Which of the following most accurately states the ,Tier 3,1.4388995215311007,7.985010862350464,True,C,C,30,0.014388995215311007,"(-0.001, 0.2]"
If no presidential candidate receives a majority o,Tier 3,0.911684210526316,1.7821309566497803,True,D,D,30,0.00911684210526316,"(-0.001, 0.2]"
Which of the following is true of federal judges?,Tier 2,0.6635956937799045,0.5915696620941162,True,B,B,12,0.006635956937799044,"(-0.001, 0.2]"
Which of the following is the most direct result o,Tier 2,0.5781818181818182,0.7764968872070312,True,D,D,12,0.005781818181818182,"(-0.001, 0.2]"
All of the following statements concerning the lik,Tier 2,0.5583636363636365,2.8032939434051514,False,A,D,12,0.005583636363636365,"(-0.001, 0.2]"
Which of the following best articulates the doctri,Tier 2,0.6821818181818183,0.6803717613220215,True,D,D,12,0.006821818181818183,"(-0.001, 0.2]"
The opinions of congressional committees often fai,Tier 3,1.1050669856459332,5.949081897735596,True,A,A,30,0.011050669856459331,"(-0.001, 0.2]"
An open primary is a primary election in which,Tier 1,0.49406698564593315,10.136213064193726,True,D,D,4,0.004940669856459331,"(-0.001, 0.2]"
Which of the following is the best illustration of,Tier 3,1.4388995215311007,3.850221872329712,True,D,D,30,0.014388995215311007,"(-0.001, 0.2]"
Which of the following actions can the president t,Tier 2,0.6590239234449763,1.4340300559997559,True,A,A,12,0.006590239234449763,"(-0.001, 0.2]"
Which of the following generally results when the ,Tier 2,0.834909090909091,3.2445380687713623,True,D,D,12,0.00834909090909091,"(-0.001, 0.2]"
Which of the following is NOT true of executive or,Tier 2,0.7758062200956939,2.307239532470703,True,A,A,12,0.007758062200956939,"(-0.001, 0.2]"
The Framers of the Constitution sought to insulate,Tier 1,0.49406698564593315,8.477982997894287,True,B,B,4,0.004940669856459331,"(-0.001, 0.2]"
Each of the two main political parties of the Unit,Tier 2,0.6375000000000001,1.3472750186920166,True,C,C,12,0.0063750000000000005,"(-0.001, 0.2]"
"The term ""iron triangle"" refers to the interrelati",Tier 1,0.3718181818181819,10.029968500137329,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following statements about the House ,Tier 2,0.6668612440191389,2.720797300338745,True,D,D,12,0.006668612440191389,"(-0.001, 0.2]"
Which of the following is true of the Supreme Cour,Tier 3,0.9110311004784691,4.9618425369262695,True,B,B,30,0.009110311004784691,"(-0.001, 0.2]"
In which of the following cases did the Supreme Co,Tier 1,0.4957045454545455,9.932476997375488,True,A,A,4,0.004957045454545455,"(-0.001, 0.2]"
Which of the following has the Supreme Court held ,Tier 2,0.7328181818181819,2.1138193607330322,True,B,B,12,0.00732818181818182,"(-0.001, 0.2]"
"The principles of freedom-""we hold these truths to",Tier 1,0.3718181818181819,7.538326978683472,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
"According to The Federalist Papers, federalism has",Tier 2,0.7758062200956939,2.4398868083953857,True,B,B,12,0.007758062200956939,"(-0.001, 0.2]"
"The president executes a ""pocket veto"" by doing wh",Tier 2,0.5743636363636364,0.8111014366149902,True,C,C,12,0.005743636363636364,"(-0.001, 0.2]"
All of the following are consequences of low voter,Tier 2,0.6731818181818183,0.8926277160644531,True,D,D,12,0.006731818181818183,"(-0.001, 0.2]"
"Of the following, American federalism is most clea",Tier 2,0.5245454545454545,0.6933159828186035,True,D,D,12,0.005245454545454545,"(-0.001, 0.2]"
The line-item veto was found unconstitutional beca,Tier 2,0.5526363636363637,0.6299467086791992,True,C,C,12,0.005526363636363637,"(-0.001, 0.2]"
Which of the following plays the most significant ,Tier 2,0.6590239234449763,0.8149783611297607,True,B,B,12,0.006590239234449763,"(-0.001, 0.2]"
A presidential plurality victory occurs when,Tier 3,1.149,17.69545030593872,True,A,A,30,0.01149,"(-0.001, 0.2]"
"In the majority of cases, federal programs are imp",Tier 3,1.227665071770335,5.307408332824707,True,B,B,30,0.01227665071770335,"(-0.001, 0.2]"
Which of the following describes a core principle ,Tier 1,0.49236363636363645,12.205739259719849,True,B,B,4,0.004923636363636364,"(-0.001, 0.2]"
"A ""motion for cloture"" is used to",Tier 1,0.49406698564593315,9.708112478256226,True,D,D,4,0.004940669856459331,"(-0.001, 0.2]"
The Voting Rights Act of 1965 has had which of the,Tier 2,0.7790717703349284,0.42227792739868164,True,C,C,12,0.007790717703349283,"(-0.001, 0.2]"
Which of the following is true of Congress's power,Tier 3,1.0100681818181818,5.1856489181518555,True,A,A,30,0.010100681818181818,"(-0.001, 0.2]"
"Which of the following is NOT part of the ""iron tr",Tier 3,1.2804114832535887,6.565792083740234,True,C,C,30,0.012804114832535886,"(-0.001, 0.2]"
Which of the following statements is true of congr,Tier 3,1.026507177033493,11.695886373519897,True,C,C,30,0.01026507177033493,"(-0.001, 0.2]"
The Supreme Court has used the Fourteenth Amendmen,Tier 2,0.5245454545454545,0.7341539859771729,True,B,B,12,0.005245454545454545,"(-0.001, 0.2]"
Divided government frequently results in,Tier 2,0.5274090909090909,0.793654203414917,True,D,D,12,0.00527409090909091,"(-0.001, 0.2]"
Which of the following accounts for the fact that ,Tier 3,1.3976602870813397,2.2226786613464355,True,C,C,30,0.013976602870813397,"(-0.001, 0.2]"
Which of the following does the Supreme Court NOT ,Tier 2,0.6450909090909092,0.5337722301483154,True,A,A,12,0.006450909090909091,"(-0.001, 0.2]"
"In ""Federalist No. 10,"" James Madison argues that ",Tier 1,0.49406698564593315,11.272847652435303,True,B,B,4,0.004940669856459331,"(-0.001, 0.2]"
Which of the following statements about East Asia',Tier 2,0.5777045454545455,32.29097509384155,False,A,C,12,0.005777045454545455,"(-0.001, 0.2]"
Which one of the following statements best describ,Tier 3,0.9854545454545456,52.263309955596924,False,B,D,30,0.009854545454545456,"(-0.001, 0.2]"
Which of the following has been true of the Republ,Tier 2,0.5777045454545455,1.061539888381958,True,D,D,12,0.005777045454545455,"(-0.001, 0.2]"
Which of the following best describes the practice,Tier 1,0.49809090909090914,6.7107439041137695,True,B,B,4,0.004980909090909091,"(-0.001, 0.2]"
Which of the following accurately describes indivi,Tier 2,0.760909090909091,6.371601581573486,True,C,C,12,0.00760909090909091,"(-0.001, 0.2]"
Congress has attempted to protect independent regu,Tier 3,1.1154545454545457,33.92813062667847,True,A,A,30,0.011154545454545457,"(-0.001, 0.2]"
Which of the following statements is true regardin,Tier 2,0.8211818181818182,1.4549815654754639,True,D,D,12,0.008211818181818183,"(-0.001, 0.2]"
Which of the following most accurately describes T,Tier 3,1.4829377990430626,0.8764891624450684,True,C,C,30,0.014829377990430626,"(-0.001, 0.2]"
A member of the House of Representatives wishing t,Tier 3,1.392622009569378,18.80389904975891,True,B,B,30,0.01392622009569378,"(-0.001, 0.2]"
House members are more concerned about their commi,Tier 3,0.9928564593301438,13.136574268341064,True,D,D,30,0.009928564593301438,"(-0.001, 0.2]"
While best known for protecting freedom of speech ,Tier 3,0.9557224880382776,6.468605041503906,True,D,D,30,0.009557224880382777,"(-0.001, 0.2]"
All of the following are ways in which lobbyists a,Tier 2,0.6062775119617226,1.4394071102142334,False,A,D,12,0.006062775119617226,"(-0.001, 0.2]"
The practice of drawing congressional district lin,Tier 1,0.3718181818181819,9.978862285614014,True,D,D,4,0.003718181818181819,"(-0.001, 0.2]"
Which of the following statements about the electo,Tier 4,1.675014354066986,1.256488561630249,True,D,D,80,0.016750143540669858,"(-0.001, 0.2]"
Why do political scientists identify the president,Tier 3,1.191464114832536,1.1866943836212158,True,B,B,30,0.01191464114832536,"(-0.001, 0.2]"
Which of the following is true of congressional re,Tier 3,1.1584665071770337,2.099555015563965,True,C,C,30,0.011584665071770337,"(-0.001, 0.2]"
Which of the following people would most likely be,Tier 3,1.0313181818181818,2.3376705646514893,True,D,D,30,0.010313181818181819,"(-0.001, 0.2]"
Which of the following is true of court cases in w,Tier 3,1.0119210526315792,1.4652633666992188,True,A,A,30,0.010119210526315791,"(-0.001, 0.2]"
Which of the following is an example of devolution,Tier 4,1.7833062200956942,1.232642412185669,True,A,A,80,0.017833062200956942,"(-0.001, 0.2]"
All of the following can be considered true about ,Tier 3,1.236373205741627,5.187412738800049,True,C,C,30,0.01236373205741627,"(-0.001, 0.2]"
"Which of the following is an example of ""horse-rac",Tier 2,0.6635956937799045,1.1688363552093506,True,C,C,12,0.006635956937799044,"(-0.001, 0.2]"
The Supreme Court issued the opinion quoted below ,Tier 1,0.4957045454545455,10.898001194000244,True,D,D,4,0.004957045454545455,"(-0.001, 0.2]"
"When an appeal is made to the Supreme Court, the c",Tier 3,0.9504976076555026,6.776102781295776,True,A,A,30,0.009504976076555026,"(-0.001, 0.2]"
According to Say's law,Tier 2,0.5526363636363637,0.9339473247528076,True,D,D,12,0.005526363636363637,"(-0.001, 0.2]"
In the equation of exchange,Tier 2,0.6108492822966508,0.6953966617584229,True,D,D,12,0.006108492822966508,"(-0.001, 0.2]"
All of the following statements about Congress are,Tier 4,1.6523732057416272,19.816547870635986,True,D,D,80,0.016523732057416272,"(-0.001, 0.2]"
In the equation GDP = C + I + G + X X stands for,Tier 2,0.6108492822966508,0.5679373741149902,False,A,C,12,0.006108492822966508,"(-0.001, 0.2]"
Which of the following best describes the balance ,Tier 3,1.2882488038277513,4.207157135009766,True,D,D,30,0.012882488038277512,"(-0.001, 0.2]"
When a nation is operating at the natural rate of ,Tier 2,0.5559772727272728,3.022552490234375,True,A,A,12,0.005559772727272728,"(-0.001, 0.2]"
Fiscal policy refers to,Tier 2,0.8292500000000002,0.5176067352294922,True,C,C,12,0.008292500000000001,"(-0.001, 0.2]"
The absence of a political party solely dedicated ,Tier 3,1.2287846889952156,4.100000381469727,True,C,C,30,0.012287846889952157,"(-0.001, 0.2]"
The GDP Deflator I. is used to calculate inflation,Tier 2,0.6108492822966508,3.5841355323791504,False,A,B,12,0.006108492822966508,"(-0.001, 0.2]"
Which of the following would be considered contrac,Tier 3,1.0482727272727272,1.6397111415863037,True,B,B,30,0.010482727272727272,"(-0.001, 0.2]"
National income measures,Tier 2,0.6108492822966508,4.677935361862183,True,D,D,12,0.006108492822966508,"(-0.001, 0.2]"
A presidential veto would most likely be overturne,Tier 1,0.49897727272727277,16.696525812149048,False,D,A,4,0.004989772727272728,"(-0.001, 0.2]"
If real GDP per capita was $20000 in 1980 and $210,Tier 2,0.86155023923445,0.6591734886169434,True,B,B,12,0.0086155023923445,"(-0.001, 0.2]"
The amount of access cabinet secretaries have to t,Tier 1,0.3718181818181819,12.464623928070068,True,B,B,4,0.003718181818181819,"(-0.001, 0.2]"
When we observe an unplanned decrease in inventori,Tier 3,1.0757954545454547,4.49603009223938,True,B,B,30,0.010757954545454546,"(-0.001, 0.2]"
The primary function of political action committee,Tier 1,0.49406698564593315,12.468125104904175,True,A,A,4,0.004940669856459331,"(-0.001, 0.2]"
Which of the following presidential powers is shar,Tier 1,0.4967272727272728,16.40186858177185,True,C,C,4,0.004967272727272728,"(-0.001, 0.2]"
The CPI is calculated for each by,Tier 2,0.6062775119617226,0.9802329540252686,True,C,C,12,0.006062775119617226,"(-0.001, 0.2]"
Suppose the price level in the United States has r,Tier 3,1.0186698564593302,8.213325023651123,False,A,D,30,0.010186698564593302,"(-0.001, 0.2]"
If $1000 is deposited into a checking account and ,Tier 2,0.86155023923445,3.834545850753784,False,A,B,12,0.0086155023923445,"(-0.001, 0.2]"
"Under the Articles of Confederation, the national ",Tier 1,0.3718181818181819,17.364636421203613,False,D,A,4,0.003718181818181819,"(-0.001, 0.2]"
A policy supported by supply-side economists would,Tier 2,0.8292500000000002,1.5814003944396973,True,B,B,12,0.008292500000000001,"(-0.001, 0.2]"
Output in country X is 30000 units and there are 3,Tier 2,0.6141148325358853,2.168506383895874,True,D,D,12,0.006141148325358853,"(-0.001, 0.2]"
Compared with political parties in countries such ,Tier 3,0.9079090909090909,12.58861255645752,True,B,B,30,0.009079090909090908,"(-0.001, 0.2]"
U.S. real GDP most likely falls when,Tier 2,0.7460741626794261,2.4210195541381836,True,D,D,12,0.0074607416267942605,"(-0.001, 0.2]"
